path	balinese	english	indonesian
clips/K-20260130165341-Kapokeng.wav	Jani bé siapé suba mapokéng di paon. Bé céléngé lakar kapokéng tekén bapa. Mémé seleg ngaé basan raon. Suba kéto, tiang orahina mokéng bé pasih ané lakar dadianga kuah.	Now the chicken had cut in the kitchen. The pork will be cut by father. Mother busy making curry spices. And then, I was told to cut the sea fish that would be cooked into soup.	Sekarang daging ayam itu sudah terpotong-potong di dapur. Daging babi itu akan dipotong oleh ayah. Ibu asyik membuat bumbu gulai. Dan kemudian, saya disuruh memotong ikan laut yang akan dimasak menjadi sup.
clips/K-20260130165344-Kapoled.wav	Muan tiangé poléng ulian kapoléd baan adéng tekén timpalé.	My face was striped because it was smeared by my friend using charcoal.	Wajah saya belang karena dicoreng oleh teman saya menggunakan arang.
clips/K-20260130165347-Kapoledang.wav	Adengé ento kapolédang di gidatné.	The charcoal was smeared on his forehead.	Arang itu dicorengkan di dahinya.
clips/K-20260130165350-Kapoledin.wav	Batisné selem ulian kapolédin endut.	His legs are black because of being smeared with mud.	Kakinya hitam karena diolesi lumpur.
clips/K-20260130165353-Kapoles.wav	Lengis uruté kapoles tekén mémé di bangkiangné.	The massage oil is smeared by the mother at her waist.	Minyak urut itu dioles oleh ibu di pinggangnya.
clips/K-20260130165355-Kapolesang.wav	Satondén matunu, bé siapé kapolésang aji basa lan kécap.	Before baking, the chicken meat is spread with seasoning and soy sauce.	Sebelum dipanggang, daging ayam itu dioleskan bumbu dan kecap.
clips/K-20260130165358-Kapolpolin.wav	Batisné kapolpolin aji boréh apang tis.	His feet added with ‘param’ thickly to make it feel cool.	Kakinya dilepa menggunakan param agar terasa sejuk.
clips/K-20260130165401-Kapondokin.wav	Abianné kapondokin tekén bapa ulian tabiane sai palinga.	The garden was guarded by the father because the chili was often stolen.	Kebun itu dijaga oleh ayah karena cabainya sering dicuri.
clips/K-20260130165403-Kapondong.wav	Seméné kapondong tekén buruhé ka toko.	The cement was carried by workers on their backs to the shop.	Semen itu dipikul di atas punggung oleh pekerja ke toko.
clips/K-20260130165406-Kapondongin.wav	Tunduné kapondongin baan bias akampil.	His back is loaded with a sack of sand.	Punggungnya diberi beban sekarung pasir.
clips/K-20260130165409-Kapongahang.wav	Jaman jani yén tusing kapongahang awaké, jog tusing maan apa.	Now if you don't dare and shameless, you won't get anything.	Jaman sekarang jika tidak memberanikan diri, tidak akan mendapat apa.
clips/K-20260130165412-Kapongkod.wav	Punyan pohé kapongkod tekén Ketut.	The mango tree was climbed by Ketut.	Pohon mangga itu dipanjat oleh Ketut.
clips/K-20260130165415-Kapongor.wav	Ipun kapongor olih Ida santukan ipun misuna okan idané.	He was wrathed by him because he slandered his son.	Dia dimurkai oleh beliau karena dia memfitnah anak beliau.
clips/K-20260130165418-Kapongpong.wav	Kayuné kapongpong baan tetaniné .	The wood is made a hole by termites.	Kayu itu dilubangi oleh rayap.
clips/K-20260130165420-Kapongpongang.wav	Tembok baléné kapongpongang abedik apang tusing ongkeb.	The wall of the building was made a little hole so as not to heat.	Tembok bangunan itu dibuatkan sedikit lubang agar tidak panas.
clips/K-20260130165423-Kapongpongin.wav	Kursiné kapongpongin baan tetaniné kanti uug.	The chair was made into a hole by termites until it was destroyed.	Kursi itu dilubangi oleh rayap hingga hancur.
clips/K-20260130165425-Kaporod.wav	Témbok punika kaporod olih ida rikalaning makta motor.	The wall was hit by him while riding a motorcycle.	Tembok itu diserempet oleh beliau ketika mengendari motor.
clips/K-20260130165428-Kaporodang.wav	Montor tiangé kaporodang tekén adin tiangé kanti usak.	My motorbike was crahsed by my brother until it was broken.	Motor saya diserempetkan oleh adik saya hingga rusak.
clips/K-20260130165431-Kaporot.wav	Limané matatu ulian kaporot baan tali mangan.	His hand was injured because he was crushed with a sharp rope.	Tangannya terluka karena digeret dengan tali tajam.
clips/K-20260130165434-Kapotin.wav	Bunga mawané kapotin tekén Putu.	The rose was planted in a pot by Putu.	Bunga mawar itu ditanam pada pot oleh Putu.
clips/K-20260130165436-Kapotong.wav	Ulamé punika kapotong olih ida. Wusan mapotong, ulamé kagenahang ring kulkasé.	The meat was cut by him. After cutted, the meat is placed in the refrigerator.	Daging itu dipotong oleh beliau. Setelah terpotong, daging itu diletakkan di dalam kulkas.
clips/K-20260130165439-Kaprabain.wav	Ida mayoga ring gunung, kaprabain antuk sang surya nyantos sang candra rikala wengi.	He meditated on the mountain, illuminated by the sun until the moonlight at night.	Beliau bertapa di gunung, disinari oleh sang surya hingga cahaya sang bulan di malam hari.
clips/K-20260130165442-Kapracala.wav	Taruné punika kapracala olih alit-alité.	The tree was shaken by the children.	Pohon itu digoyang oleh anak-anak.
clips/K-20260130165444-Kapracampah.wav	Kawéntenan peraturan daérah sané anyar puniki matetujon mangda basa Baliné nénten kapracampah.	The existence of this new regional regulation aims to prevent Balinese language from being underestimated.	Keberadaan peraturan daerah yang baru ini bertujuan agar bahasa Bali tidak diremehkan/dipandang rendah.
clips/K-20260130165447-Kapracayain.wav	Titiang kapracayain dados pangenter acara ring acara wanti warsa kota Denpasar.	I am trusted to be the host of the anniversary event of Denpasar city.	Saya dipercayai menjadi pembawa acara di acara ulang tahun kota Denpasar.
clips/K-20260130165450-Kapraceda.wav	Baos ipuné kapraceda olih anaké nika daweg parumané.	His words were reviled by that person during the meeting.	Perkataannya dicerca oleh orang itu pada saat rapat.
clips/K-20260130165454-Kapraciriang.wav	Wenginé mangkin pacang sabeh. Punika kapraciriang antuk nénten wénten bintang sané mapraba ring langité.	It will rain tonight. It was marked by no star shining at the sky.	Malam ini akan hujan. Itu ditandai dengan tidak ada bintang yang bersinar di langit.
clips/K-20260130165456-Kapradain.wav	Ukirané punika ngancan ngamecikang sesampuné kapradain.	The carving is getting better after being painted in gold.	Ukiran itu semakin bagus setelah dicat emas.
clips/K-20260130165459-Kapradatayang.wav	Kawéntenan wangunan-wangunan ring pura Besakih punika kapradatayang olih kramané majeng ring torisé.	The existence of buildings in the temple of Besakih was explained by residents to tourists.	Keberadaan bangunan-bangunan di pura Besakih itu dijelaskan oleh para warga kepada para turis.
clips/K-20260130165502-Kapragatang.wav	Gaéné kapragatang tekén Wayan padidian.	The work was completed by Wayan alone.	Pekerjaan itu diselesaikan oleh Wayan sendirian.
clips/K-20260130165505-Kapraiang.wav	Buruh cariké kapraiang ulian ujané tusing endang-endang.	The workers in the fields were dismissed because the rain did not subside.	Pekerja di sawah itu diliburkannya karena hujannya tidak reda-reda.
clips/K-20260130165507-Kaprambat.wav	Sampiané suba kaprambat tekén Iluh. Jani punduhang lan wadahin aji plastik apang tusing daki.	Sampian (a sequence of young coconut leaves for offering ceremony) has been given a decoration by Iluh. Now collect and pack it with plastic so it doesn't get dirty.	Sampian (rangkaian janur) itu sudah diberi hiasan oleh Iluh. Sekarang kumpulkan dan kemas dengan plastik agar tidak kotor.
clips/K-20260130165510-Kapranata.wav	Raksasané makasami kapranata olih Sang Anoman.	All giants were conquered by Hanoman.	Semua raksasa ditaklukan oleh Sang Hanoman.
clips/K-20260130165513-Karejek.wav	Malingé padem karejek olih krama desané.	The thief was attacked by villagers until death.	Maling itu mati diserang oleh warga desa.
clips/K-20260130165516-Kareka.wav	Kalender Baliné karéka olih Ketut Bambang Gde Rawi.	That Balinese calendar was written by Ketut Bambang Gde Rai.	Kalender bali itu ditulis oleh Ketut Bambang Gde Rai.
clips/K-20260130165519-Karekaang.wav	Arca ring Pura Dalem karékaang pinaka Batara Siwa.	The statue in Pura Dalem is described as Lord Shiva.	Arca di Pura Dalem digambarkan sebagai Dewa Siwa.
clips/K-20260130165522-Kareketang.wav	Kertas-kertasé ento kareketang aji lim kanji.	The paper is attached using glue made from tapioca flour.	Kertas-kertas itu dilekatkan menggunakan lem berbahan tepung tapioka.
clips/K-20260130165526-Kareketin.wav	Tatune kareketin aji don binahong apang enggal uas.	The wound is attached to binahong leaves to get well soon.	Lukanya dilekati daun binahong agar cepat sembuh.
clips/K-20260130165528-Karembag.wav	Pikobetne setata karembag. Kanti kiap tiang ningehang.	The problem is always discussed verbally. I heard it until sleepy.	Permasalahannya selalu dibicarakan dengan bertele-tele. Sampai mengantuk saya mendengarnya.
clips/K-20260130165532-Karembugang.wav	Upacara sané kalaksanayang malih kalih sasih, karembugang ring pura.	The ceremony, which was held in two months, was discussed at the temple.	Upacara yang dilaksanakan dua bulan lagi, dirembukkan di pura.
clips/K-20260130165534-Karengaang.wav	Tutur reramané tusing karengaang. Disubané nemu sengkala, mara ia maselselan.	His parents' advice was not heard by him. After finding a disaster, he regretted it.	Nasehat orang tuanya tidak dihiraukan. Setelah menemukan petaka, baru dia menyesal.
clips/K-20260130165537-Karengin.wav	Satondén masang genténg, raabé karéngin malu.	Before installing tiles, the roof is first fitted with ‘reng’.	Sebelum memasang genting, atap itu terlebih dahulu dipasangi reng.
clips/K-20260130165540-Karentehang.wav	Wangunan punika karentehang olih ida santukan pacang kawangun balé sané anyar.	The building was demolished by him because a new building would be built.	Bangunan itu diruntuhkan oleh beliau karena akan dibangun bangunan yang baru.
clips/K-20260130165543-Karentenang.wav	Utangné karéntenang tekén bank.	His debt is levied by the bank.	Hutangnya dibungakan oleh bank.
clips/K-20260130165546-Karepah.wav	Ulam bawiné karepah olih ipun. Wusan punika kaaturang ring makasami krama sané rauh irika.	The pork was divided by him. After that it was given to all residents who came there.	Daging babi itu dibagi-bagi olehnya. Setelah itu diberikan kepada semua warga yang datang di sana.
clips/K-20260130165548-Karepotan.wav	Ia nongos jumah sawiréh tusing buin ada karépotan. Gegaéné tuah pules dogén.	He stayed at home because there was no activity anymore. The job is just to sleep.	Ia diam di rumah karena tidak ada kesibukan lagi. Kerjaannya hanya tidur saja.
clips/K-20260130165551-Karepotang.wav	Makejang timpal-timpalné karepotang tekén Madé. Nanging Madé tusing taén engsap tekén pitulung timpal-timpalné. Yéning mani puan timpalné ngidih tulung, ia nyadia nulungin.	All of his friends are troubled by Made. But Made never forgets the help of his friends. If tomorrow the friend asks for help, he is willing to help.	Semua teman-temannya direpotkan oleh Made. Tetapi Made tidak pernah lupa dengan pertolongan teman-temannya. Jika besok lusa temannya meminta bantuan, dia bersedia membantu.
clips/K-20260130165555-Karereh.wav	Sampun petang rahina okan idané nénten budal. Okané sampun karereh nyantos ka Jawi, sakewanten durung kapanggih.	It has been four days since he left home. His son has been searched to Java, but has not been found.	Sudah empat hari anak beliau tidak pulang. Anaknya sudah dicari hingga ke Jawa, tetapi belum ditemukan.
clips/K-20260130165557-Karerehang.wav	Jantos dumun ajebos ratu, kantun karerehang kwaca olih Wayan.	Wait a minute, sir, Wayan is still looking for clothes.	Tunggu dulu sebentar tuan, masih dicarikan baju oleh Wayan.
clips/K-20260130165600-Karerehin.wav	Saking dija ratu wawu ? Ratu karerehin olih rabiné.	Where had you been Sir ? You are sought after by your wife.	Dari mana Tuanku tadi ? Tuan dicari-cari oleh istri tuan.
clips/K-20260130165603-Karerenang.wav	Montoré karérénang tekén polisiné ulian bas liu ngaba muatan.	The motorbike was stopped by the police for carrying too much cargo.	Motor itu dihentikan oleh polisi karena terlalu banyak membawa muatan.
clips/K-20260130165605-Karesep.wav	Acepok baang tutur, suba karesep baana.	Once given advice, he understood.	Sekali diberi nasihat, dia sudah mengerti.
clips/K-20260130165609-Karesepang.wav	Munyin bapanne tusing karesepang teken Made. Ento mawinan ia salah tampi.	His father's words were not understood by Made. That caused him to misunderstand.	Perkataan ayahnya tidak dipahami oleh Made. Itu menyebabkan dia salah paham.
clips/K-20260130165612-Karesikin.wav	Bale banjare sampun karesikin olih kramane makasami.	The Balai banjar (multipurpose hall) has been cleared by all residents.	Balai banjar (balai serbaguna) itu sudah dibersihkan oleh semua warga.
clips/K-20260130165615-Kari.wav	Tiang ngelah panak telu. Ne pertama megae ring kapal. E…sane kedua kari masuk ring Satu Atap Pengiangan. Sane ketiga kari TK.	I have three children. The oldest work on a ship. Eehhh… The second one went to Satu Atap Pengiangan. The third one is still in kindergarten.	Saya punya anak tiga. Yang pertama bekerja di kapal. E…yang kedua masih bersekolah di Satu Atap Pengiangan. Yang ketiga masih TK.
clips/K-20260130165619-Karicuan.wav	Ditu kone ada karicuan ulian liu anake tusing maan duman baas gratis uli pamrentah.	People said there was chaos because many people did not get a free portion of rice from the government.	Di sana katanya ada kericuhan karena banyak orang yang tidak mendapat bagian beras gratis dari pemerintah.
clips/K-20260130165622-Kariinang.wav	Rahinane mangkin jagi wenten paruman indik karya sane pacang kalaksanayang ring pura. Bebaosan indik banten kariinang sadurung maosang indik dudonan upacara.	"Today there will be a meeting regarding the ceremony to be held in the temple. Talks about ""banten"" or offerings take precedence before talking about the arrangement."	Hari ini akan ada rapat mengenai upacara yang akan dilaksanakan di pura. Pembicaraan mengenai ‘banten’ atau persembahan didahulukan sebelum membicarakan mengenai susunan acara.
clips/K-20260130165625-Karimpung.wav	Mesehe sami sampun karimpung olih prajurit Idane ring payudan.	All enemies have been destroyed by his soldiers on the battlefield.	Semua musuh sudah dibinasakan oleh prajurit beliau di medan perang.
clips/K-20260130165628-Karinggit.wav	Busunge karinggit teken meme apang ngenah renteb.	The coconut leaf is made into decoration shaped like jag by the mother to make it look festive.	Janur itu dibuat hiasan seperti gerigi oleh ibu agar terlihat meriah.
clips/K-20260130165630-Karingkes.wav	Tikehe ento karingkes tur jaanga di tengah balene.	The mat is rolled up and placed in the room.	Tikar itu digulung dan diletakkan di dalam ruangan.
clips/K-20260130165633-Karingkus.wav	Malingé karingkus tekén polisiné dugas nagih malaib ka Jawa.	The thief was arrested by the police when he wanted to go to Java.	Maling itu diringkus oleh polisi saat ingin pergi ke Jawa.
clips/K-20260130165635-Karirigang.wav	Montor tamiuné karirigang di mukak umah tekén Pan Wayan.	The guest motorbike was lined up in front of the house by Mr. Wayan.	Motor tamunya dileretkan di depan rumah oleh Pak Wayan.
clips/K-20260130165638-Karirihan.wav	Tuah amonto karirihan cainé ? Anak cerik mara lekad dogén mirib bisa !	Just that much of your intelligence? Just a newborn child might be able to do it!	Hanya segitu saja kepandaianmu ? Anak kecil baru lahir saja mungkin bisa !
clips/K-20260130165641-Karisakin.wav	Pabianan tiangé karisakin tekén Pan Wayan miwah kurenanné sabilang wai.	My plantation is cleaned by Mr. Wayan and his wife every day.	Perkebunan saya dibersihkan oleh Pak Wayan dan istrinya setiap hari.
clips/K-20260130165644-Karisebin.wav	Tiang stata nunas ica ring Ida Sang Hyang Widhi, apang icéna rahayu tur tusing karisebin tekén anak ané ngelah keneh jélé.	I always appeal to Ida Sang Hyang Widhi, to be given safety and not be bothered by people who have bad intentions.	Saya selalu memohon kepada Ida Sang Hyang Widhi, agar diberi keselamatan dan tidak diganggu oleh orang yang mempunyai niat jahat.
clips/K-20260130165648-Karma.wav	Karma sané becik pacang ngametuang pala sané becik.	Good deeds will produce good result.	Perbuatan yang baik akan menghasilkan perbuatan yang baik.
clips/K-20260130165651-Karo.wav	Upacara puniki pacang kalaksanayang ring sasih karo.	This ceremony will be held on the second month of the Bali calendar (August).	Upacara ini akan dilaksanakan pada bulan kedua pada kalender Bali (Agustus).
clips/K-20260130165653-Karoangin.wav	Tiang ngaé tugas sekolah karoangin tekén Nyoman lan Ketut.	I made a school assignment assisted by Nyoman and Ketut.	Saya membuat tugas sekolah dibantu oleh Nyoman dan Ketut.
clips/K-20260130165656-Karobedang.wav	Idupné karobedang tekén anak ane tusing demen tekén ia.	His life was troubled by people who didn't like him.	Hidupnya disusahkan oleh orang yang tidak suka dengannya.
clips/K-20260130165658-Karodain.wav	Mejané karodain apang aluh yen lakar ngisidang.	The table is fitted with wheels to make it easy if you want to move it.	Meja itu dipasangi roda agar mudah jika ingin memindahkannya.
clips/K-20260130165701-Karoges.wav	Liman tiangé karoges baan kukunné ane mangan.	My hands were clawed with sharp nails.	Tangan saya dicakar dengan kukunya yang tajam.
clips/K-20260130165704-Karombo.wav	Tiang menahin pagehan karombo tekén pisagan tiangé.	I repaired the fence helped by my neighbor.	Saya memperbaiki pagar dibantu oleh tetangga saya.
clips/K-20260130165707-Karongrong.wav	Padiné telah usak uliang karongrong blabar dugas ujan bales dibi sanja.	All rice was damaged because it was flooded during heavy rains yesterday afternoon.	Semua padi rusak karena dirongrong banjir ketika hujan lebat kemarin sore.
clips/K-20260130165711-Karosrosang.wav	Bungan jepunné karosrosang tekén mémé di duur mejané.	The frangipani flower was scattered by the mother on the table.	Bunga kamboja itu dicecerkan oleh ibu di atas meja.
clips/K-20260130165713-Karot.wav	Katik saténé karot tekén Bapa kanti alus.	The skewer was mashed up by the father until smooth.	Tusukan sate itu diraut oleh ayah hingga halus.
clips/K-20260130165717-Karubuhang.wav	Baléné ento karubuhang sawiréh bapa lakar nyumunin ngaé balé ané anyar.	The building was torn down because dad would rebuild the building by a new one.	Bangunan itu dirobohkan karena ayah akan mengulang membuat bangunan yang baru.
clips/K-20260130165720-Karubuhin.wav	Mobil tiangé karubuhin baan punyan kayu gédé di jalané.	My car was hit by a large wooden tree on the road.	Mobil saya tertimpa pohon kayu besar di jalan.
clips/K-20260130165725-Karudeg.wav	Pan Wayan pedih ulian karudeg tekén panakné dugas megaé.	Pak Wayan was angry because he was disturbed by his son while working.	Pak Wayan marah karena diganggu oleh anaknya ketika bekerja.
clips/K-20260130165729-Karuetang.wav	Gaé ané aluh ento karuetang tekén Wayan. Ia tusing nyak ngidih tulung tekén timpal-timpalné.	The easy work was made difficult by Wayan. He doesn't want to ask his friends for help.	Pekerjaan yang mudah itu dibuat sulit oleh Wayan. Dia tidak mau meminta tolong kepada teman-temannya.
clips/K-20260130165733-Karugeh.wav	Jajan tiangé karugeh tekén Ketut. Tiang tuah maan jaja asibak.	My cake was forcibly requested by Ketut. I only got half a cake.	Kue saya diminta dengan paksa oleh Ketut. Saya hanya mendapat kue separuh.
clips/K-20260130165737-Karugiang.wav	Yen liu anaké korupsi, sinah rakyaté ané karugiang.	If many people are corrupt, then the people will be harmed.	Jika banyak orang yang korupsi, maka rakyatlah yang akan dirugikan.
clips/K-20260130165741-Karugrag.wav	Isin umahné karugrag dugas ngalihin bukuné ané ilang.	The contents of his house were dismantled when searching for his missing book.	Isi rumahnya dibongkar ketika mencari bukunya yang hilang.
clips/K-20260130165744-Karugragang.wav	Pintuné ento karugragang aji linggis.	The door was dismantled using a crowbar.	Pintu itu dibongkar menggunakan linggis.
clips/K-20260130165749-Karujakang.wav	Pohé ané alapa tekén Madé ento karujakang tekén timpal-timpalné.	The mango picked by Made was made ‘rujak’ (kind of fruit salad) by his friends.	Mangga yang dipetik oleh Made itu dijadikan rujak oleh teman-temannya.
clips/K-20260130165754-Karumbingin.wav	Kupingné karumbingin aji rumbing mawarna mas satondén mapoto.	His ears are fitted with a gold-colored 'rumbing' (ear stud that looks like a small snail) before taking a photo.	Telinganya dipasangi dengan ‘rumbing’ (giwang yang bentuknya seperti siput kecil) berwarna emas sebelum berfoto.
clips/K-20260130165758-Karumitang.wav	Petakonné karumitang apang kéweh anaké nyaurin.	The question is made difficult so that people can't answer it.	Pertanyaannya dibuat susah agar susah orang menjawabnya.
clips/K-20260130165802-Karumpiukang.wav	Murid-muridé karumpiukang di lapangané sawiréh ada pawarah uli bapak kepala sekolah.	The students were gathered in the field because there was an appeal from the principal.	Murid-murid itu dikumpulkan di lapangan karena ada himbauan dari bapak kepala sekolah.
clips/K-20260130165808-Karundingang.wav	Dudonan acara ring pura punika karundingang olih krama desané ring wantilan.	The program in the temple was negotiated by the villagers at the multi-purpose hall.	Susunan acara di pura itu dirundingkan oleh warga desa di balai serba guna.
clips/K-20260130165814-Karungu.wav	Kawéntenan wantuan buku gratis saking pamréntah punika nénten karungu olih kramané, pamekasnyané alit-alité.	The existence of free books from the government is ignored by residents, especially children.	Keberadaan bantuan buku gratis dari pemerintah itu tidak dihiraukan oleh warga khususnya anak-anak.
clips/K-20260130165818-Karunguang.wav	Sekat kalaina tekén Bapanné, I Ketut karunguang tekén dadongné.	Since left by his father, Si Ketut was cared for by his grandmother.	Sejak ditinggal oleh ayahnya, Si Ketut dirawat oleh neneknya.
clips/K-20260130165823-Karupaka.wav	Lampu listrik sané kapertama karupaka olih Thomas Alva Edison duk warsa 1879.	The first electric light was created by Thomas Alva Edison in 1879.	Lampu listrik yang pertama diciptakan oleh Thomas Alva Edison pada tahun 1879.
clips/K-20260130165829-Karurah.wav	Pamulan kacang tiangé karurah baan beburonné.	My pea plants were damaged by animals.	Tanaman kacang saya dirusak oleh binatang.
clips/K-20260130165833-Karurahin.wav	Dompét tiangé karurahin tekén anaké ento. Jani ia suba juka tekén polisiné.	My wallet was seized by that person. Now he has been arrested by the police.	Dompet saya dirampas oleh orang itu. Sekarang ia sudah ditangkap oleh polisi.
clips/K-20260130165837-Karuron.wav	Kurenan tiangé karuron. Uli dibi peteng tiang nongosin kurenan di rumah sakit.	My wife miscarried. Since last night I waited for my wife at the hospital.	Istri saya keguguran. Sejak kemarin malam saya menunggu istri saya di rumah sakit.
clips/K-20260130165842-Karurusang.wav	Besiné ento karurusang tekén bapa aji linggis.	The iron is straightened by the father using a crowbar.	Besi itu diluruskan oleh ayah menggunakan linggis.
clips/K-20260130165846-Karusakang.wav	Abian titiangé karusakang olih buron sané rusuh.	My garden was damaged by riotous animals.	Kebun saya dirusak oleh binatang yang rusuh.
clips/K-20260130165849-Karwan.wav	Dadi bisa keto, Beli? Musime jani sing karuan-karuan.	Why is that, Brother? Today’s weather is uncertain.	Kok bisa begitu, Kak? Musim sekarang ini tidak menentu.
clips/K-20260130165852-Kasaatang.wav	Eda bas ruet, unduké ené lakar kasaatang tekén bapan tiangé.	Don't be too frantic, this will be done by my father.	Jangan terlalu kalut, urusan ini akan diusahakan oleh ayah saya.
clips/K-20260130165856-Kasaban.wav	Dugas ujan dibi sanja, panak tiangé kasaban ningehang munyin tatit.	When it was raining yesterday afternoon, my child was shocked and screamed at the sound of lightning.	Ketika hujan kemarin sore, anak saya terkejut dan menjerit mendengar suara petir.
clips/K-20260130165900-Katabasin.wav	Wusan ngebah tiyingé punika, raris katabasin antuk parang olih I Gusti Rai.	After cutting down the bamboo, then flattened using machete by I Gusti Rai.	Setelah menebang bambu itu, lalu diratakan dengan parang olih I Gusti Rai.
clips/K-20260130165904-Katabianin.wav	Eda ngéndah cai ngalawan rerama, katabianin nyen matan cainé apang nawang kapok!	Don't you behave brashly against your father, I'll give you chili on your eyes to deter you!	Jangan kau berperilaku kurang ajar melawan ayahmu, kuberi cabai matamu biar jera!
clips/K-20260130165908-Katabingin.wav	Wangunan ento katabingin satonden karaabin.	The Building was fitted with a wall before fitted with a roof.	Bangunan itu dipasangi dinding sebelum dipasangi atap.
clips/K-20260130165911-Katadah.wav	Ring carita punika, akéh wanarané sané katadah olih raksasa.	In that story, many monkeys are devoured by giants.	Di cerita itu, banyak kera yang dimangsa oleh raksasa.
clips/K-20260130165914-Katadongang.wav	Kertasé suba katadongang tekén prawartaka, iraga tuah ngaba potlot lan penghapus.	Paper has been provided by the committee, we only carry pencils and erasers.	Kertas sudah disediakan oleh panitia, kita hanya membawa pensil dan penghapus.
clips/K-20260130165916-Katadtad.wav	Tas tiangé katadtad tekén Madé sawireh liman tiangé sakit.	My bag was carried by Made because my hand hurt.	Tas saya ditenteng oleh Made karena tangan saya sakit.
clips/K-20260130165919-Katadtadang.wav	Praboté ento katadtadang nuju ka wantilan.	The furniture was carried to the village hall.	Perabotan itu ditentengkan menuju ke balai desa.
clips/K-20260130165922-Katebag.wav	Suba katebag tekén murid-muridé yéning ibu guru tusing lakar teka dinané jani.	It was guessed by students that the teacher's mother would not come today.	Sudah ditebak oleh murid-murib bahwa ibu guru tidak akan datang hari ini.
clips/K-20260130165925-Katebah.wav	Liman tiangé katebah tekén anak tawah dugas negakin motor di rurungé ané suung.	My hands have been stabbed by strangers when riding a motorcycle on a quiet road.	Tangan saya pernah ditikam oleh orang asing ketika mengendarai motor di jalan yang sepi.
clips/K-20260130165928-Katebas.wav	Karangé punika sampun katebas olih Ida.	The land was redeemed by him.	Tanah itu sudah ditebus oleh beliau.
clips/K-20260130165930-Katebeg.wav	Cariké suba katebeg tekén bapa yadiastun tondén masan ujan.	The rice fields have been hoeed by the father even though it hasn't been in the rainy season.	Sawah itu sudah dicangkul oleh ayah walaupun belum musim hujan.
clips/K-20260130165933-Katebegang.wav	Suba aminggu tegalé ento katebegang tekén I Putu.	It was a month that was hoeed by the Putu.	Sudah sebulan ladang itu dicangkul oleh si Putu.
clips/K-20260130165935-Katebegin.wav	I Bapa pedih sawiréh pundukanné telah katebegin.	Father was angry because his rice fields had been hoeed.	Ayah marah karena pematang sawahnya habis dicangkuli.
clips/K-20260130165937-Katumbas.wav	Niki taler kaolah secara alami, nggih? Pateh samalih uyahe puniki seos rasane ring uyah sane katumbas ring pasare.	This is organically produced, right? The taste of this salt is different from the salt at the market.	Ini juga diolah secara alami, ya? sama dengan garam ini lain rasanya dengan garam yang dibeli di pasar.
clips/K-20260130165940-Kauh.wav	Drika beneng kauh malih, Bapak, terus beneng kauh drika. Ampun..pun Peken…e.. Ubud drika.	From there keep going west, Sir, then keep going west there. There it is The Ubud… err..Market.	Di sana lurus ke barat lagi, Bapak, terus lurus ke barat di sana. Sudah Pasar…e.. Ubud di sana.
clips/K-20260130165943-Kawentenan.wav	Tradisi ngoncang.... Sampun kidik alit druene uning antuk kawentenan tradisi ngoncang puniki.	Ngoncang Tradition. A very few number of kids know the existence of this Ngoncang tradition.	Tradisi Ngoncang. Semakin sedikit anak-anak kita yang tahu keberadaan tradisi Ngoncang ini.
clips/K-20260130165947-Kayang.wav	Kayang ka jani sampun rauh undagan kaping pat belas. Men, yaning Ayu punapi satuane?	Now we're up to the fourteenth generation. So, Ayu, what is your story?	Hingga saat ini sudah sampai generasi keempat belas. Ya, kalau Ayu bagaimana ceritanya?
clips/K-20260130165950-Kayu.wav	Uli cenik ia suba ajahina munduhang pipis, apang ngidaang masuk ane tegeh. Buka cenik-cenikan tetani nyidaang ngebahang kayu gede.	She has been taught to save money for her higher education since childhood, like the effort of a termite that manage to befell a large timber.	Sedari kecil ia sudah diajarkan mengumpulkan uang agar bisa sekolah yang tinggi, seperti kecil-kecilnya rayap mampu menumbangkan kayu besar.
clips/K-20260130165958-Kayunin.wav	Durusang encen sane kayunin. Sane biasa manten, Mbok. Tiang ten pati demen ring toya sane bes dingin, he he.	Please help yourself, which one would you like? Just the regular one, Sister. I don’t really like water that is too cold, he he.	Silakan yang mana yang diinginkan? Yang biasa saja, Kak. Saya tidak terlalu senang dengan air yang terlalu dingin, he he.
clips/K-20260130170001-Kebus.wav	Sube duang wai Men Tami gelem kebus dingin. Diapin kebus ngilgilang, ia tusing ngoyong- ngoyong.	For two days Men Tami had been suffering chills and fever. But despite her being sick, she didn’t rest.	Sudah dua hari Men Tami sakit panas dingin. Walaupun sakit, dia tidak beristirahat.
clips/K-20260130170004-Kedongdong.wav	Ne madan taru kedongdong, Buah kedongdong jaen pesan	This is otaheite apple tree, otaheite apple fruit is very delicious	Ini adalah pohon Kedongdong, buah kedongdong enak sekali
clips/K-20260130170009-Kekeh jueh.wav	Igelné kekeh jueh.	The dance is very stiff.	Tariannya amat kaku.
clips/K-20260130170012-Kel.wav	Tapi yen kel menuju Gunung Kawi, Pak, turun terus. Turun..wenten jembatan.	But if you want to go to Kawi Mountain, Sir, keep turning. Turn...there's a bridge.	Tapi kalau mau menuju Gunung Kawi, Pak, turun terus. Turun..ada jembatan.
clips/K-20260130170017-Kelod.wav	..beneng kelod.. terus, Bapaké, langsung ka Gitgit.	Go straight south.. and then, Sir, you’ll go right to Gitgit.	..lurus ke selatan.. terus, Bapak, langsung ke Gitgit.
